Rk,Season,Team,G,W,L,W/L%,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,DRB%,FTr,opp_eFG%,opp_TS%,opp_TOV%,opp_ORB%,opp_DRB%,opp_FTr
42,2021-22,William & Mary,32,5,27,0.156,69.9,90.3,105.2,0.462,0.497,20.2,26.9,73.5,0.3,0.53,0.553,15.9,26.5,73.1,0.269
43,2020-21,William & Mary,17,7,10,0.412,67.2,95.6,106.3,0.461,0.504,17.5,28.6,68.2,0.32,0.509,0.536,14.6,31.8,71.4,0.236
44,2019-20,William & Mary,32,21,11,0.656,68.0,105.1,101.5,0.532,0.564,16.6,26.1,76.7,0.307,0.487,0.516,12.9,23.3,73.9,0.259
45,2023-24,Wichita State,34,15,19,0.441,69.5,104.0,104.4,0.5,0.526,15.1,32.2,71.7,0.264,0.483,0.516,12.6,28.3,67.8,0.278
46,2022-23,Wichita State,32,17,15,0.531,67.8,103.1,99.5,0.507,0.539,16.0,29.1,71.8,0.308,0.475,0.505,14.7,28.2,70.9,0.259
47,2021-22,Wichita State,28,15,13,0.536,67.8,99.6,96.5,0.467,0.51,16.1,32.3,71.7,0.317,0.473,0.507,17.4,28.3,67.7,0.303
48,2020-21,Wichita State,22,16,6,0.727,68.6,103.0,96.2,0.472,0.508,13.7,30.2,68.3,0.366,0.459,0.489,16.0,31.7,69.8,0.28
49,2019-20,Wichita State,31,23,8,0.742,70.7,100.9,89.5,0.471,0.508,15.3,31.7,75.9,0.337,0.444,0.488,17.9,24.1,68.3,0.384
50,2023-24,Western Michigan,32,12,20,0.375,68.6,102.7,107.8,0.499,0.52,16.3,33.8,70.3,0.311,0.509,0.541,13.7,29.7,66.2,0.309
51,2022-23,Western Michigan,31,8,23,0.258,66.7,104.8,111.0,0.501,0.529,16.2,34.3,73.8,0.265,0.535,0.563,13.0,26.3,65.7,0.314
52,2021-22,Western Michigan,31,8,23,0.258,66.5,97.1,111.6,0.496,0.522,17.9,26.6,68.9,0.251,0.526,0.553,13.1,31.1,73.4,0.303
53,2020-21,Western Michigan,21,5,16,0.238,68.3,92.4,105.4,0.494,0.513,19.1,23.6,71.2,0.252,0.494,0.523,12.8,28.8,76.4,0.251
54,2019-20,Western Michigan,32,13,19,0.406,69.0,99.4,103.2,0.492,0.53,16.6,24.8,71.5,0.358,0.495,0.524,14.3,28.5,75.2,0.304
55,2023-24,Western Kentucky,34,22,12,0.647,75.9,105.6,97.9,0.52,0.552,16.0,29.0,73.4,0.327,0.48,0.512,16.3,26.6,71.0,0.32
56,2022-23,Western Kentucky,33,17,16,0.515,68.4,103.5,102.4,0.505,0.537,14.9,26.0,69.2,0.315,0.495,0.52,15.6,30.8,74.0,0.245
57,2021-22,Western Kentucky,32,19,13,0.594,71.0,106.3,97.5,0.533,0.56,15.3,24.6,70.6,0.302,0.493,0.51,17.5,29.4,75.4,0.158
58,2020-21,Western Kentucky,29,21,8,0.724,69.1,104.4,97.6,0.505,0.552,17.8,31.8,75.8,0.355,0.494,0.521,16.8,24.2,68.2,0.224
59,2019-20,Western Kentucky,30,20,10,0.667,69.8,107.4,101.0,0.52,0.568,15.5,25.3,69.4,0.392,0.498,0.523,16.5,30.6,74.7,0.209
60,2023-24,Western Illinois,33,21,12,0.636,66.9,102.1,97.4,0.477,0.502,16.1,38.3,72.6,0.357,0.452,0.483,13.0,27.4,61.7,0.235
61,2022-23,Western Illinois,30,16,14,0.533,68.8,105.7,104.8,0.513,0.542,13.7,27.0,73.4,0.319,0.515,0.542,15.0,26.6,73.0,0.263
62,2021-22,Western Illinois,32,16,16,0.5,72.4,106.0,105.0,0.502,0.532,13.5,28.7,78.3,0.302,0.525,0.562,15.4,21.7,71.3,0.304
63,2020-21,Western Illinois,22,7,15,0.318,73.5,99.3,108.0,0.461,0.504,15.2,29.1,77.0,0.358,0.54,0.575,14.9,23.0,70.9,0.382
64,2019-20,Western Illinois,26,5,21,0.192,73.1,100.9,110.9,0.494,0.525,13.6,21.7,75.3,0.221,0.544,0.578,14.0,24.7,78.3,0.341
65,2023-24,Western Carolina,32,22,10,0.688,68.6,110.7,98.9,0.526,0.552,12.9,29.5,75.4,0.282,0.46,0.496,12.3,24.6,70.5,0.308
66,2022-23,Western Carolina,34,18,16,0.529,68.3,106.2,101.6,0.504,0.538,13.5,27.3,75.7,0.334,0.488,0.524,13.8,24.3,72.7,0.326
67,2021-22,Western Carolina,32,11,21,0.344,69.3,100.8,110.2,0.483,0.509,15.2,29.4,72.3,0.278,0.525,0.553,12.7,27.7,70.6,0.293
68,2020-21,Western Carolina,27,11,16,0.407,72.2,102.2,106.7,0.526,0.558,17.3,22.9,75.5,0.333,0.537,0.558,14.4,24.5,77.1,0.272
69,2019-20,Western Carolina,31,19,12,0.613,72.4,108.0,102.3,0.552,0.581,17.5,28.9,75.0,0.368,0.498,0.531,15.1,25.0,71.1,0.305
70,2023-24,West Virginia,32,9,23,0.281,68.7,100.8,111.0,0.495,0.532,16.2,26.7,69.6,0.371,0.521,0.551,13.0,30.4,73.3,0.281
71,2022-23,West Virginia,34,19,15,0.559,69.6,108.8,101.5,0.515,0.557,16.0,34.0,70.7,0.394,0.509,0.548,18.4,29.3,66.0,0.387
72,2021-22,West Virginia,33,16,17,0.485,68.5,99.9,100.7,0.468,0.511,15.7,29.9,66.4,0.361,0.506,0.54,19.4,33.6,70.1,0.341
73,2020-21,West Virginia,29,19,10,0.655,70.6,108.2,100.8,0.489,0.53,14.1,35.5,69.3,0.379,0.51,0.536,18.2,30.7,64.5,0.279
74,2019-20,West Virginia,31,21,10,0.677,69.4,100.9,89.6,0.465,0.499,17.0,40.0,72.4,0.405,0.445,0.491,19.7,27.6,60.0,0.37
75,2023-24,Weber State,32,20,12,0.625,66.8,112.0,100.3,0.539,0.575,13.1,23.8,76.8,0.354,0.522,0.548,17.0,23.2,76.2,0.278
76,2022-23,Weber State,33,18,15,0.545,65.7,100.5,100.9,0.514,0.554,17.4,21.3,77.4,0.335,0.525,0.552,17.5,22.6,78.7,0.309
77,2021-22,Weber State,33,21,12,0.636,71.1,106.8,98.5,0.539,0.577,15.0,20.7,75.7,0.377,0.512,0.539,18.3,24.3,79.3,0.254
78,2020-21,Weber State,23,17,6,0.739,72.5,112.8,95.6,0.579,0.616,15.9,22.2,75.6,0.368,0.485,0.519,17.6,24.4,77.8,0.306
79,2019-20,Weber State,32,12,20,0.375,68.7,100.4,102.9,0.511,0.541,15.5,22.2,72.9,0.281,0.507,0.531,14.9,27.1,77.8,0.225
80,2023-24,Washington State,35,25,10,0.714,66.4,109.9,99.7,0.518,0.547,14.0,32.9,75.0,0.316,0.472,0.511,13.8,25.0,67.1,0.323
81,2022-23,Washington State,34,17,17,0.5,64.8,105.1,101.1,0.504,0.534,15.8,31.5,73.9,0.282,0.498,0.525,14.7,26.1,68.5,0.284
82,2021-22,Washington State,37,22,15,0.595,67.4,105.6,95.9,0.479,0.517,14.0,33.4,70.5,0.298,0.469,0.507,17.8,29.5,66.6,0.303
83,2020-21,Washington State,27,14,13,0.519,68.6,97.4,95.7,0.479,0.517,18.7,30.8,74.0,0.347,0.466,0.504,16.3,26.0,69.2,0.327
84,2019-20,Washington State,32,16,16,0.5,71.1,97.5,97.2,0.458,0.5,15.0,27.6,74.2,0.307,0.499,0.529,18.6,25.8,72.4,0.323
85,2023-24,Washington,32,17,15,0.531,72.0,109.8,105.1,0.535,0.565,14.1,27.1,71.1,0.321,0.501,0.532,13.8,28.9,72.9,0.331
86,2022-23,Washington,32,16,16,0.5,69.2,98.4,100.1,0.488,0.528,17.6,26.4,65.4,0.317,0.471,0.501,15.5,34.6,73.6,0.254
87,2021-22,Washington,32,17,15,0.531,70.4,99.1,101.5,0.464,0.503,14.5,29.3,64.5,0.347,0.499,0.532,18.8,35.5,70.7,0.302
88,2020-21,Washington,26,5,21,0.192,71.0,95.3,109.0,0.489,0.517,17.3,23.4,65.6,0.262,0.512,0.546,14.7,34.4,76.6,0.347
89,2019-20,Washington,32,15,17,0.469,70.2,99.7,93.9,0.504,0.543,18.8,27.4,68.2,0.379,0.441,0.482,16.6,31.8,72.6,0.314
90,2023-24,Wake Forest,35,21,14,0.6,68.8,112.6,101.9,0.542,0.581,13.8,26.4,74.2,0.32,0.491,0.529,14.5,25.8,73.6,0.301
91,2022-23,Wake Forest,33,19,14,0.576,70.1,108.5,104.5,0.542,0.574,15.4,24.8,73.4,0.321,0.516,0.543,15.2,26.6,75.2,0.267
92,2021-22,Wake Forest,35,25,10,0.714,71.2,108.7,97.0,0.556,0.585,17.2,26.8,73.9,0.336,0.473,0.505,15.5,26.1,73.2,0.294
93,2020-21,Wake Forest,22,6,16,0.273,67.4,97.7,106.1,0.49,0.524,17.7,25.8,74.2,0.294,0.538,0.565,16.1,25.8,74.2,0.326
94,2019-20,Wake Forest,31,13,18,0.419,70.8,102.1,104.1,0.49,0.538,17.2,28.6,74.0,0.41,0.497,0.532,13.4,26.0,71.4,0.352
95,2023-24,Wagner,33,17,16,0.515,63.0,100.0,99.0,0.458,0.489,13.2,30.0,73.1,0.259,0.483,0.512,15.3,26.9,70.0,0.294
96,2022-23,Wagner,28,15,13,0.536,63.5,98.5,96.3,0.458,0.486,15.6,35.2,76.2,0.248,0.486,0.534,18.9,23.8,64.8,0.465
97,2021-22,Wagner,27,21,6,0.778,68.3,107.0,93.0,0.506,0.54,15.4,33.9,73.3,0.323,0.476,0.512,19.7,26.7,66.1,0.394
98,2020-21,Wagner,20,13,7,0.65,66.8,104.8,101.0,0.491,0.522,15.3,34.8,71.9,0.28,0.503,0.548,18.5,28.1,65.2,0.443
99,2019-20,Wagner,29,8,21,0.276,69.1,97.6,108.8,0.473,0.508,17.0,29.9,70.8,0.295,0.539,0.575,16.6,29.2,70.1,0.454
100,2023-24,VMI,32,4,28,0.125,74.6,92.0,110.3,0.477,0.505,18.9,25.2,70.7,0.267,0.533,0.553,13.6,29.3,74.8,0.3
101,2022-23,VMI,32,7,25,0.219,67.5,101.9,112.8,0.496,0.525,16.3,30.4,73.3,0.211,0.558,0.579,13.8,26.7,69.6,0.269
102,2021-22,VMI,32,16,16,0.5,69.2,112.9,106.0,0.564,0.593,14.8,24.4,71.6,0.25,0.494,0.524,12.8,28.4,75.6,0.245
103,2020-21,VMI,25,13,12,0.52,72.3,109.5,103.8,0.554,0.584,15.5,23.4,75.3,0.272,0.5,0.521,12.4,24.7,76.6,0.233
104,2019-20,VMI,33,9,24,0.273,68.4,103.9,102.4,0.518,0.54,15.9,27.9,72.4,0.225,0.496,0.536,16.4,27.6,72.1,0.38
105,2023-24,Virginia Tech,34,19,15,0.559,68.1,110.0,104.2,0.538,0.578,14.6,25.0,73.8,0.33,0.51,0.543,15.0,26.2,75.0,0.302
106,2022-23,Virginia Tech,34,19,15,0.559,66.8,110.5,104.5,0.54,0.566,13.1,25.9,72.3,0.259,0.507,0.532,14.2,27.7,74.1,0.252
107,2021-22,Virginia Tech,36,23,13,0.639,63.6,111.0,98.4,0.551,0.576,15.0,27.9,73.8,0.245,0.489,0.521,16.5,26.2,72.1,0.256
108,2020-21,Virginia Tech,22,15,7,0.682,66.4,106.7,97.7,0.523,0.552,15.1,27.8,75.7,0.334,0.488,0.521,16.0,24.3,72.2,0.319
109,2019-20,Virginia Tech,32,16,16,0.5,66.1,101.3,98.2,0.503,0.527,13.2,21.0,74.5,0.229,0.485,0.511,15.5,25.5,79.0,0.261
110,2023-24,Virginia,34,23,11,0.676,61.2,101.7,96.6,0.486,0.506,11.5,25.6,71.9,0.253,0.466,0.502,16.8,28.1,74.4,0.258
111,2022-23,Virginia,33,25,8,0.758,62.5,108.1,96.5,0.512,0.544,12.1,25.6,75.1,0.347,0.483,0.517,17.3,24.9,74.4,0.263
112,2021-22,Virginia,35,21,14,0.6,59.9,103.7,99.9,0.497,0.529,14.1,27.8,71.2,0.281,0.488,0.514,15.8,28.8,72.2,0.233
113,2020-21,Virginia,25,18,7,0.72,60.8,111.5,99.0,0.554,0.583,13.5,22.6,77.6,0.217,0.48,0.512,13.6,22.4,77.4,0.248
114,2019-20,Virginia,30,23,7,0.767,60.2,93.5,85.9,0.469,0.501,17.7,26.4,76.7,0.266,0.431,0.459,17.0,23.3,73.6,0.216
115,2023-24,Villanova,34,18,16,0.529,64.3,106.9,99.8,0.506,0.545,13.0,24.9,75.7,0.268,0.483,0.515,14.3,24.3,75.1,0.26
116,2022-23,Villanova,34,17,17,0.5,65.0,106.7,103.8,0.515,0.559,13.9,22.6,74.8,0.3,0.507,0.543,15.4,25.2,77.4,0.277
117,2021-22,Villanova,38,30,8,0.789,63.6,112.4,98.3,0.515,0.56,13.4,31.2,71.1,0.298,0.473,0.505,15.9,28.9,68.8,0.25
118,2020-21,Villanova,25,18,7,0.72,65.7,113.3,100.8,0.532,0.566,12.1,27.5,74.8,0.3,0.51,0.534,16.3,25.2,72.5,0.256
119,2019-20,Villanova,31,24,7,0.774,67.6,107.8,97.8,0.526,0.557,14.1,25.6,75.6,0.269,0.482,0.508,14.9,24.4,74.4,0.236
120,2023-24,Vermont,35,28,7,0.8,65.4,109.1,96.0,0.53,0.557,12.5,23.1,76.6,0.286,0.462,0.495,13.6,23.4,76.9,0.263
121,2022-23,Vermont,34,23,11,0.676,65.4,109.7,101.0,0.551,0.573,12.8,20.3,77.8,0.285,0.513,0.541,15.6,22.2,79.7,0.266
122,2021-22,Vermont,34,28,6,0.824,65.1,114.4,92.9,0.57,0.594,13.2,24.3,81.4,0.265,0.475,0.5,15.4,18.6,75.7,0.228
123,2020-21,Vermont,15,10,5,0.667,66.4,108.1,93.9,0.533,0.572,16.0,26.6,76.8,0.33,0.47,0.507,17.0,23.2,73.4,0.335
124,2019-20,Vermont,33,26,7,0.788,66.5,107.5,89.4,0.519,0.549,14.7,28.0,77.0,0.306,0.445,0.484,17.2,23.0,72.0,0.305
125,2023-24,VCU,38,24,14,0.632,66.2,106.5,100.1,0.518,0.562,16.1,27.8,73.1,0.35,0.468,0.51,14.6,26.9,72.2,0.341
126,2022-23,VCU,35,27,8,0.771,68.3,103.8,92.2,0.52,0.555,17.3,28.9,70.0,0.416,0.469,0.504,20.8,30.0,71.1,0.311
127,2021-22,VCU,32,22,10,0.688,68.6,97.4,90.6,0.514,0.543,19.6,26.6,68.0,0.309,0.444,0.491,21.1,32.0,73.4,0.383
128,2020-21,VCU,27,19,7,0.731,67.9,101.2,92.0,0.509,0.55,18.3,28.0,69.0,0.34,0.458,0.498,20.4,31.0,72.0,0.354
129,2019-20,VCU,31,18,13,0.581,69.2,101.8,93.8,0.497,0.529,15.6,27.5,69.9,0.33,0.481,0.52,21.3,30.1,72.5,0.359
130,2023-24,Vanderbilt,32,9,23,0.281,67.8,99.7,111.4,0.454,0.496,13.2,28.2,70.7,0.352,0.53,0.566,13.9,29.3,71.8,0.295
131,2022-23,Vanderbilt,37,22,15,0.595,67.0,106.6,105.9,0.496,0.529,13.7,30.8,68.1,0.316,0.486,0.519,13.0,31.9,69.2,0.312
132,2021-22,Vanderbilt,36,19,17,0.528,68.9,102.0,97.7,0.502,0.538,16.6,27.5,72.3,0.387,0.485,0.525,18.2,27.7,72.5,0.349
133,2020-21,Vanderbilt,25,9,16,0.36,69.6,103.0,103.9,0.512,0.548,17.4,28.1,71.6,0.329,0.521,0.553,17.4,28.4,71.9,0.337
134,2019-20,Vanderbilt,32,11,21,0.344,70.0,101.7,106.3,0.502,0.54,16.4,25.4,70.6,0.414,0.527,0.564,17.2,29.4,74.6,0.368
135,2023-24,Valparaiso,32,7,25,0.219,69.3,97.6,109.0,0.466,0.495,13.9,26.0,69.8,0.24,0.54,0.564,15.6,30.2,74.0,0.305
136,2022-23,Valparaiso,32,11,21,0.344,68.7,98.1,104.7,0.493,0.525,16.2,22.9,75.4,0.282,0.511,0.545,14.1,24.6,77.1,0.311
137,2021-22,Valparaiso,32,14,18,0.438,67.4,101.8,101.5,0.523,0.553,14.7,16.9,79.9,0.262,0.52,0.545,15.0,20.1,83.1,0.222
138,2020-21,Valparaiso,28,10,18,0.357,68.3,94.3,98.5,0.479,0.512,16.3,20.1,74.2,0.272,0.496,0.523,16.7,25.8,79.9,0.278
139,2019-20,Valparaiso,35,19,16,0.543,69.5,102.5,101.1,0.51,0.537,15.9,26.2,72.9,0.268,0.517,0.544,17.8,27.1,73.8,0.309
140,2023-24,UTSA,32,11,21,0.344,71.3,107.2,111.8,0.487,0.523,13.2,32.4,71.4,0.344,0.516,0.548,11.4,28.6,67.6,0.344
141,2022-23,UTSA,32,10,22,0.313,69.5,98.9,109.3,0.475,0.518,17.0,29.3,68.8,0.361,0.515,0.544,13.6,31.2,70.7,0.31
142,2021-22,UTSA,32,10,22,0.313,70.0,95.7,102.8,0.445,0.476,15.2,31.0,74.5,0.265,0.526,0.545,15.8,25.5,69.0,0.319
143,2020-21,UTSA,26,15,11,0.577,73.4,107.4,99.9,0.508,0.537,13.7,29.9,73.7,0.234,0.488,0.531,16.7,26.3,70.1,0.355
144,2019-20,UTSA,32,13,19,0.406,74.0,102.3,102.5,0.491,0.526,15.0,27.5,73.9,0.266,0.506,0.54,16.4,26.1,72.5,0.363
145,2023-24,UTEP,34,18,16,0.529,71.4,101.0,96.0,0.497,0.535,17.8,30.2,69.4,0.421,0.506,0.548,22.9,30.6,69.8,0.448
146,2022-23,UTEP,32,14,18,0.438,68.3,97.7,97.7,0.493,0.52,19.3,33.2,71.3,0.394,0.509,0.545,21.0,28.7,66.8,0.361
147,2021-22,UTEP,34,20,14,0.588,67.9,101.1,97.3,0.497,0.533,15.2,23.5,71.1,0.277,0.497,0.524,18.7,28.9,76.5,0.378
148,2020-21,UTEP,24,12,12,0.5,69.6,101.1,97.9,0.484,0.521,13.9,24.2,76.2,0.291,0.489,0.529,16.9,23.8,75.8,0.371
149,2019-20,UTEP,32,17,15,0.531,69.2,97.1,95.3,0.483,0.526,17.6,24.2,74.4,0.341,0.471,0.51,17.5,25.6,75.8,0.337
150,2023-24,Utah Valley,32,16,16,0.5,69.2,98.6,98.4,0.474,0.509,15.4,28.5,73.3,0.354,0.477,0.513,16.1,26.7,71.5,0.35
151,2022-23,Utah Valley,37,28,9,0.757,72.1,105.8,93.8,0.52,0.557,16.5,29.4,71.4,0.355,0.439,0.47,14.5,28.6,70.6,0.281
152,2021-22,Utah Valley,32,20,12,0.625,68.2,102.5,93.7,0.512,0.549,19.2,32.8,75.1,0.382,0.447,0.478,14.1,24.9,67.2,0.274
153,2020-21,Utah Valley,22,11,11,0.5,72.0,102.5,102.7,0.522,0.546,18.0,31.5,76.1,0.422,0.486,0.53,13.9,23.9,68.5,0.346
154,2019-20,Utah Valley,30,11,19,0.367,71.2,97.7,98.9,0.498,0.533,17.8,24.3,73.8,0.345,0.472,0.515,15.4,26.2,75.7,0.335
155,2023-24,Utah Tech,31,11,20,0.355,71.9,97.7,106.3,0.506,0.534,19.4,28.4,68.5,0.405,0.503,0.547,16.0,31.5,71.6,0.423
156,2022-23,Utah Tech,33,14,19,0.424,70.8,105.9,102.7,0.539,0.573,18.6,29.3,73.7,0.437,0.526,0.561,18.5,26.3,70.7,0.347
157,2023-24,Utah State,35,28,7,0.8,69.3,113.4,101.5,0.546,0.579,13.8,28.6,73.6,0.385,0.491,0.527,15.0,26.4,71.4,0.306
158,2022-23,Utah State,35,26,9,0.743,69.2,112.6,100.7,0.562,0.596,15.6,27.3,75.7,0.343,0.482,0.52,14.2,24.3,72.7,0.304
159,2021-22,Utah State,34,18,16,0.529,67.3,107.5,97.9,0.545,0.571,16.2,26.3,77.5,0.287,0.495,0.525,16.3,22.5,73.7,0.286
160,2020-21,Utah State,29,20,9,0.69,69.5,104.4,89.7,0.5,0.532,16.9,35.4,78.7,0.299,0.458,0.492,17.7,21.3,64.6,0.252
161,2019-20,Utah State,34,26,8,0.765,68.9,109.8,92.0,0.523,0.564,15.6,31.8,78.6,0.361,0.458,0.488,15.8,21.4,68.2,0.259
162,2023-24,Utah,37,22,15,0.595,70.9,110.0,102.2,0.543,0.559,14.1,27.6,74.2,0.271,0.488,0.514,12.5,25.8,72.4,0.259
163,2022-23,Utah,32,17,15,0.531,66.5,102.9,95.7,0.49,0.521,15.4,31.3,72.7,0.292,0.45,0.476,13.1,27.3,68.7,0.244
164,2021-22,Utah,31,11,20,0.355,67.2,102.9,104.6,0.484,0.526,15.6,29.3,70.8,0.3,0.494,0.523,13.2,29.2,70.7,0.286
165,2020-21,Utah,25,12,13,0.48,67.6,105.6,102.2,0.531,0.567,16.5,23.6,70.5,0.288,0.512,0.541,17.2,29.5,76.4,0.273
166,2019-20,Utah,31,16,15,0.516,67.7,103.2,102.3,0.513,0.55,17.3,28.9,73.1,0.358,0.503,0.529,15.5,26.9,71.1,0.23
167,2023-24,UT Martin,32,21,11,0.656,74.5,108.6,102.2,0.512,0.552,13.4,27.1,74.2,0.326,0.483,0.51,12.4,25.8,72.9,0.23
168,2022-23,UT Martin,33,19,14,0.576,73.5,108.3,101.4,0.521,0.555,14.1,28.6,72.4,0.345,0.487,0.519,15.1,27.6,71.4,0.327
169,2021-22,UT Martin,30,8,22,0.267,70.6,97.6,104.2,0.471,0.5,16.2,30.5,69.5,0.263,0.497,0.535,15.8,30.5,69.5,0.363
170,2020-21,UT Martin,24,8,16,0.333,68.7,94.3,110.8,0.458,0.495,17.8,29.2,66.7,0.294,0.562,0.588,18.1,33.3,70.8,0.362
171,2019-20,UT Martin,29,9,20,0.31,70.1,107.5,116.7,0.518,0.554,15.9,31.1,65.7,0.32,0.574,0.591,15.2,34.3,68.9,0.271
172,2023-24,UT Arlington,34,20,14,0.588,71.9,106.5,101.5,0.521,0.56,18.4,34.0,70.9,0.377,0.483,0.532,16.6,29.1,66.0,0.411
173,2022-23,UT Arlington,32,11,21,0.344,67.6,97.9,100.9,0.47,0.498,17.2,34.5,70.8,0.306,0.506,0.542,18.4,29.2,65.5,0.372
174,2021-22,UT Arlington,29,11,18,0.379,66.5,97.6,99.9,0.473,0.505,17.4,31.6,68.4,0.288,0.483,0.517,17.2,31.6,68.4,0.312
175,2020-21,UT Arlington,26,13,13,0.5,71.6,102.4,97.6,0.479,0.512,14.3,29.3,70.0,0.268,0.486,0.516,17.8,30.0,70.7,0.286
176,2019-20,UT Arlington,32,14,18,0.438,68.8,101.5,98.3,0.48,0.517,14.1,26.7,71.4,0.284,0.465,0.501,15.2,28.6,73.3,0.347
177,2023-24,USC Upstate,30,10,20,0.333,68.4,102.4,105.2,0.511,0.531,14.7,24.6,67.4,0.302,0.504,0.547,16.8,32.6,75.4,0.448
178,2022-23,USC Upstate,32,16,16,0.5,68.4,100.0,101.3,0.515,0.538,17.1,25.4,68.7,0.321,0.494,0.535,18.1,31.3,74.6,0.421
179,2021-22,USC Upstate,32,15,17,0.469,69.4,102.1,104.5,0.518,0.551,16.4,22.7,70.9,0.29,0.506,0.541,15.8,29.1,77.3,0.378
180,2020-21,USC Upstate,23,5,18,0.217,68.9,95.6,108.0,0.491,0.524,18.4,23.7,70.2,0.293,0.538,0.567,16.6,29.8,76.3,0.361
181,2019-20,USC Upstate,33,13,20,0.394,69.8,99.3,106.8,0.483,0.516,15.6,26.3,71.0,0.335,0.534,0.569,17.3,29.0,73.7,0.391
182,2023-24,UNLV,34,21,13,0.618,66.2,109.5,102.5,0.521,0.553,14.3,30.8,69.2,0.323,0.49,0.526,15.9,30.8,69.2,0.29
183,2022-23,UNLV,32,19,13,0.594,69.6,104.6,98.7,0.501,0.538,15.1,28.5,69.5,0.347,0.517,0.549,21.6,30.5,71.5,0.308
184,2021-22,UNLV,32,18,14,0.563,67.0,104.3,97.9,0.496,0.531,14.5,27.1,74.5,0.301,0.475,0.51,15.1,25.5,72.9,0.305
185,2020-21,UNLV,27,12,15,0.444,66.8,103.9,101.0,0.516,0.537,16.2,29.8,75.7,0.212,0.499,0.536,16.0,24.3,70.2,0.331
186,2019-20,UNLV,32,17,15,0.531,67.2,104.4,101.5,0.497,0.529,16.4,34.0,76.0,0.341,0.492,0.535,15.5,24.0,66.0,0.406
187,2023-24,UNC Wilmington,31,21,10,0.677,66.6,117.3,105.0,0.53,0.567,10.9,30.4,69.6,0.336,0.514,0.543,15.9,30.4,69.6,0.318
188,2022-23,UNC Wilmington,34,24,10,0.706,65.4,104.2,97.2,0.501,0.542,15.9,29.0,72.0,0.38,0.485,0.523,18.4,28.0,71.0,0.365
189,2021-22,UNC Wilmington,36,27,9,0.75,66.7,105.8,101.2,0.485,0.526,12.8,28.0,68.4,0.336,0.498,0.53,17.2,31.6,72.0,0.334
190,2020-21,UNC Wilmington,17,7,10,0.412,70.7,107.1,103.5,0.5,0.546,13.8,27.0,69.7,0.368,0.516,0.552,17.4,30.3,73.0,0.314
191,2019-20,UNC Wilmington,32,10,22,0.313,69.6,97.4,102.3,0.488,0.522,16.6,24.1,71.9,0.32,0.506,0.533,16.2,28.1,75.9,0.314
192,2023-24,UNC Greensboro,32,21,11,0.656,66.9,112.2,103.4,0.546,0.572,14.1,29.8,71.2,0.27,0.483,0.525,14.8,28.8,70.2,0.348
193,2022-23,UNC Greensboro,32,20,12,0.625,67.2,106.4,95.2,0.515,0.546,15.1,30.2,73.7,0.321,0.47,0.501,17.1,26.3,69.8,0.304
194,2021-22,UNC Greensboro,32,17,15,0.531,63.2,101.8,101.7,0.498,0.528,17.4,33.3,74.9,0.278,0.503,0.539,16.5,25.1,66.7,0.282
195,2020-21,UNC Greensboro,30,21,9,0.7,70.5,103.1,95.2,0.479,0.503,13.1,31.4,74.9,0.237,0.482,0.521,18.7,25.1,68.6,0.365
196,2019-20,UNC Greensboro,32,23,9,0.719,69.0,106.2,90.4,0.501,0.519,14.0,33.8,73.6,0.261,0.492,0.524,23.0,26.4,66.2,0.357
197,2023-24,UNC Asheville,34,22,12,0.647,70.3,111.0,102.8,0.536,0.576,14.7,28.1,69.0,0.41,0.489,0.524,15.5,31.0,71.9,0.327
198,2022-23,UNC Asheville,35,27,8,0.771,69.3,105.8,98.2,0.547,0.577,18.0,26.3,71.5,0.408,0.475,0.506,15.7,28.5,73.7,0.261
199,2021-22,UNC Asheville,32,17,15,0.531,68.0,108.3,98.9,0.53,0.565,15.6,27.7,68.1,0.368,0.485,0.51,16.7,31.9,72.3,0.264
200,2020-21,UNC Asheville,20,10,10,0.5,69.9,103.1,102.3,0.546,0.557,18.6,26.8,66.8,0.302,0.497,0.53,16.9,33.2,73.2,0.323
201,2019-20,UNC Asheville,31,15,16,0.484,71.2,105.0,104.7,0.525,0.549,14.3,24.0,70.8,0.34,0.563,0.584,20.6,29.2,76.0,0.396
202,2023-24,UMBC,32,11,21,0.344,74.7,104.8,107.6,0.528,0.55,15.4,25.8,69.4,0.246,0.502,0.534,13.1,30.6,74.2,0.286
203,2022-23,UMBC,32,18,14,0.563,68.4,108.2,106.0,0.517,0.547,12.9,26.5,73.4,0.265,0.525,0.551,14.9,26.6,73.5,0.259
204,2021-22,UMBC,32,18,14,0.563,68.8,106.7,104.3,0.524,0.562,14.3,21.9,72.1,0.306,0.521,0.535,14.6,27.9,78.1,0.194
205,2020-21,UMBC,20,14,6,0.7,68.7,101.2,94.4,0.503,0.539,16.7,25.8,75.7,0.366,0.464,0.496,15.8,24.3,74.2,0.256
206,2019-20,UMBC,33,16,17,0.485,68.0,100.1,98.0,0.505,0.529,16.3,26.1,73.7,0.332,0.483,0.522,17.2,26.3,73.9,0.309
207,2023-24,UMass Lowell,32,22,10,0.688,72.6,109.4,96.6,0.523,0.562,15.7,33.4,73.9,0.388,0.463,0.491,14.1,26.1,66.6,0.252
208,2022-23,UMass Lowell,34,26,8,0.765,69.7,111.6,94.3,0.543,0.574,16.8,36.4,73.9,0.332,0.462,0.502,17.4,26.1,63.6,0.321
